cod_municipio,municipio,ano,situacao,populacao
4118857,Perobal (PR),1991,Rural,0
4118907,Pérola (PR),1991,Total,15046
4118907,Pérola (PR),1991,Urbana,7473
4118907,Pérola (PR),1991,Rural,7573
4119004,Pérola d'Oeste (PR),1991,Total,12255
4119004,Pérola d'Oeste (PR),1991,Urbana,3234
4119004,Pérola d'Oeste (PR),1991,Rural,9021
4119103,Piên (PR),1991,Total,7745
4119103,Piên (PR),1991,Urbana,1432
4119103,Piên (PR),1991,Rural,6313
4119152,Pinhais (PR),1991,Total,0
4119152,Pinhais (PR),1991,Urbana,0
4119152,Pinhais (PR),1991,Rural,0
4119202,Pinhalão (PR),1991,Total,5728
4119202,Pinhalão (PR),1991,Urbana,2706
4119202,Pinhalão (PR),1991,Rural,3022
4119251,Pinhal de São Bento (PR),1991,Total,0
4119251,Pinhal de São Bento (PR),1991,Urbana,0
4119251,Pinhal de São Bento (PR),1991,Rural,0
4119301,Pinhão (PR),1991,Total,35010
4119301,Pinhão (PR),1991,Urbana,10666
4119301,Pinhão (PR),1991,Rural,24344
4119400,Piraí do Sul (PR),1991,Total,19414
4119400,Piraí do Sul (PR),1991,Urbana,12314
4119400,Piraí do Sul (PR),1991,Rural,7100
4119509,Piraquara (PR),1991,Total,106882
4119509,Piraquara (PR),1991,Urbana,91438
4119509,Piraquara (PR),1991,Rural,15444
4119608,Pitanga (PR),1991,Total,64514
4119608,Pitanga (PR),1991,Urbana,17106
4119608,Pitanga (PR),1991,Rural,47408
4119657,Pitangueiras (PR),1991,Total,0
4119657,Pitangueiras (PR),1991,Urbana,0
4119657,Pitangueiras (PR),1991,Rural,0
4119707,Planaltina do Paraná (PR),1991,Total,3796
4119707,Planaltina do Paraná (PR),1991,Urbana,2320
4119707,Planaltina do Paraná (PR),1991,Rural,1476
4119806,Planalto (PR),1991,Total,15092
4119806,Planalto (PR),1991,Urbana,4075
4119806,Planalto (PR),1991,Rural,11017
4119905,Ponta Grossa (PR),1991,Total,233984
4119905,Ponta Grossa (PR),1991,Urbana,221671
4119905,Ponta Grossa (PR),1991,Rural,12313
4119954,Pontal do Paraná (PR),1991,Total,0
4119954,Pontal do Paraná (PR),1991,Urbana,0
4119954,Pontal do Paraná (PR),1991,Rural,0
4120002,Porecatu (PR),1991,Total,17102
4120002,Porecatu (PR),1991,Urbana,11961
4120002,Porecatu (PR),1991,Rural,5141
4120101,Porto Amazonas (PR),1991,Total,3579
4120101,Porto Amazonas (PR),1991,Urbana,2393
4120101,Porto Amazonas (PR),1991,Rural,1186
4120150,Porto Barreiro (PR),1991,Total,0
4120150,Porto Barreiro (PR),1991,Urbana,0
4120150,Porto Barreiro (PR),1991,Rural,0
4120200,Porto Rico (PR),1991,Total,3211
4120200,Porto Rico (PR),1991,Urbana,1495
4120200,Porto Rico (PR),1991,Rural,1716
4120309,Porto Vitória (PR),1991,Total,3772
4120309,Porto Vitória (PR),1991,Urbana,1854
4120309,Porto Vitória (PR),1991,Rural,1918
4120333,Prado Ferreira (PR),1991,Total,0
4120333,Prado Ferreira (PR),1991,Urbana,0
4120333,Prado Ferreira (PR),1991,Rural,0
4120358,Pranchita (PR),1991,Total,8604
4120358,Pranchita (PR),1991,Urbana,2609
4120358,Pranchita (PR),1991,Rural,5995
4120408,Presidente Castelo Branco (PR),1991,Total,3633
4120408,Presidente Castelo Branco (PR),1991,Urbana,2187
4120408,Presidente Castelo Branco (PR),1991,Rural,1446
4120507,Primeiro de Maio (PR),1991,Total,11910
4120507,Primeiro de Maio (PR),1991,Urbana,9773
4120507,Primeiro de Maio (PR),1991,Rural,2137
4120606,Prudentópolis (PR),1991,Total,47014
4120606,Prudentópolis (PR),1991,Urbana,11392
4120606,Prudentópolis (PR),1991,Rural,35622
4120655,Quarto Centenário (PR),1991,Total,0
4120655,Quarto Centenário (PR),1991,Urbana,0
4120655,Quarto Centenário (PR),1991,Rural,0
4120705,Quatiguá (PR),1991,Total,5766
4120705,Quatiguá (PR),1991,Urbana,4499
4120705,Quatiguá (PR),1991,Rural,1267
4120804,Quatro Barras (PR),1991,Total,10007
4120804,Quatro Barras (PR),1991,Urbana,8132
4120804,Quatro Barras (PR),1991,Rural,1875
4120853,Quatro Pontes (PR),1991,Total,0
4120853,Quatro Pontes (PR),1991,Urbana,0
4120853,Quatro Pontes (PR),1991,Rural,0
4120903,Quedas do Iguaçu (PR),1991,Total,31509
4120903,Quedas do Iguaçu (PR),1991,Urbana,16155
4120903,Quedas do Iguaçu (PR),1991,Rural,15354
4121000,Querência do Norte (PR),1991,Total,10384
4121000,Querência do Norte (PR),1991,Urbana,6820
4121000,Querência do Norte (PR),1991,Rural,3564
4121109,Quinta do Sol (PR),1991,Total,5599
4121109,Quinta do Sol (PR),1991,Urbana,3372
4121109,Quinta do Sol (PR),1991,Rural,2227
4121208,Quitandinha (PR),1991,Total,14418
4121208,Quitandinha (PR),1991,Urbana,2476
4121208,Quitandinha (PR),1991,Rural,11942
4121257,Ramilândia (PR),1991,Total,0
4121257,Ramilândia (PR),1991,Urbana,0
4121257,Ramilândia (PR),1991,Rural,0
4121307,Rancho Alegre (PR),1991,Total,4509
4121307,Rancho Alegre (PR),1991,Urbana,3264
4121307,Rancho Alegre (PR),1991,Rural,1245
4121356,Rancho Alegre D'Oeste (PR),1991,Total,0
4121356,Rancho Alegre D'Oeste (PR),1991,Urbana,0
4121356,Rancho Alegre D'Oeste (PR),1991,Rural,0
4121406,Realeza (PR),1991,Total,17146
4121406,Realeza (PR),1991,Urbana,9300
4121406,Realeza (PR),1991,Rural,7846
4121505,Rebouças (PR),1991,Total,12948
4121505,Rebouças (PR),1991,Urbana,5396
4121505,Rebouças (PR),1991,Rural,7552
4121604,Renascença (PR),1991,Total,7546
4121604,Renascença (PR),1991,Urbana,2161
4121604,Renascença (PR),1991,Rural,5385
4121703,Reserva (PR),1991,Total,25084
4121703,Reserva (PR),1991,Urbana,7192
4121703,Reserva (PR),1991,Rural,17892
4121752,Reserva do Iguaçu (PR),1991,Total,0
4121752,Reserva do Iguaçu (PR),1991,Urbana,0
4121752,Reserva do Iguaçu (PR),1991,Rural,0
4121802,Ribeirão Claro (PR),1991,Total,11385
4121802,Ribeirão Claro (PR),1991,Urbana,6098
4121802,Ribeirão Claro (PR),1991,Rural,5287
4121901,Ribeirão do Pinhal (PR),1991,Total,13841
4121901,Ribeirão do Pinhal (PR),1991,Urbana,8757
4121901,Ribeirão do Pinhal (PR),1991,Rural,5084
4122008,Rio Azul (PR),1991,Total,12406
4122008,Rio Azul (PR),1991,Urbana,3206
4122008,Rio Azul (PR),1991,Rural,9200
4122107,Rio Bom (PR),1991,Total,4197
4122107,Rio Bom (PR),1991,Urbana,1726
4122107,Rio Bom (PR),1991,Rural,2471
4122156,Rio Bonito do Iguaçu (PR),1991,Total,0
4122156,Rio Bonito do Iguaçu (PR),1991,Urbana,0
4122156,Rio Bonito do Iguaçu (PR),1991,Rural,0
4122172,Rio Branco do Ivaí (PR),1991,Total,0
4122172,Rio Branco do Ivaí (PR),1991,Urbana,0
4122172,Rio Branco do Ivaí (PR),1991,Rural,0
4122206,Rio Branco do Sul (PR),1991,Total,38296
4122206,Rio Branco do Sul (PR),1991,Urbana,23714
4122206,Rio Branco do Sul (PR),1991,Rural,14582
4122305,Rio Negro (PR),1991,Total,26315
4122305,Rio Negro (PR),1991,Urbana,20200
4122305,Rio Negro (PR),1991,Rural,6115
4122404,Rolândia (PR),1991,Total,43776
4122404,Rolândia (PR),1991,Urbana,35276
4122404,Rolândia (PR),1991,Rural,8500
4122503,Roncador (PR),1991,Total,17573
4122503,Roncador (PR),1991,Urbana,5994
4122503,Roncador (PR),1991,Rural,11579
4122602,Rondon (PR),1991,Total,8647
4122602,Rondon (PR),1991,Urbana,4266
4122602,Rondon (PR),1991,Rural,4381
4122651,Rosário do Ivaí (PR),1991,Total,9908
4122651,Rosário do Ivaí (PR),1991,Urbana,2392
4122651,Rosário do Ivaí (PR),1991,Rural,7516
4122701,Sabáudia (PR),1991,Total,5293
4122701,Sabáudia (PR),1991,Urbana,2980
4122701,Sabáudia (PR),1991,Rural,2313
4122800,Salgado Filho (PR),1991,Total,13829
4122800,Salgado Filho (PR),1991,Urbana,2062
4122800,Salgado Filho (PR),1991,Rural,11767
4122909,Salto do Itararé (PR),1991,Total,6360
4122909,Salto do Itararé (PR),1991,Urbana,3142
4122909,Salto do Itararé (PR),1991,Rural,3218
4123006,Salto do Lontra (PR),1991,Total,14297
4123006,Salto do Lontra (PR),1991,Urbana,4624
4123006,Salto do Lontra (PR),1991,Rural,9673
4123105,Santa Amélia (PR),1991,Total,4628
4123105,Santa Amélia (PR),1991,Urbana,2309
4123105,Santa Amélia (PR),1991,Rural,2319
4123204,Santa Cecília do Pavão (PR),1991,Total,8642
4123204,Santa Cecília do Pavão (PR),1991,Urbana,4748
4123204,Santa Cecília do Pavão (PR),1991,Rural,3894
4123303,Santa Cruz de Monte Castelo (PR),1991,Total,10209
4123303,Santa Cruz de Monte Castelo (PR),1991,Urbana,6251
4123303,Santa Cruz de Monte Castelo (PR),1991,Rural,3958
4123402,Santa Fé (PR),1991,Total,8708
4123402,Santa Fé (PR),1991,Urbana,6452
4123402,Santa Fé (PR),1991,Rural,2256
4123501,Santa Helena (PR),1991,Total,18861
4123501,Santa Helena (PR),1991,Urbana,6501
4123501,Santa Helena (PR),1991,Rural,12360
4123600,Santa Inês (PR),1991,Total,2044
4123600,Santa Inês (PR),1991,Urbana,1012
4123600,Santa Inês (PR),1991,Rural,1032
4123709,Santa Isabel do Ivaí (PR),1991,Total,12858
4123709,Santa Isabel do Ivaí (PR),1991,Urbana,7026
4123709,Santa Isabel do Ivaí (PR),1991,Rural,5832
4123808,Santa Izabel do Oeste (PR),1991,Total,12510
4123808,Santa Izabel do Oeste (PR),1991,Urbana,4647
4123808,Santa Izabel do Oeste (PR),1991,Rural,7863
4123824,Santa Lúcia (PR),1991,Total,0
4123824,Santa Lúcia (PR),1991,Urbana,0
4123824,Santa Lúcia (PR),1991,Rural,0
4123857,Santa Maria do Oeste (PR),1991,Total,0
4123857,Santa Maria do Oeste (PR),1991,Urbana,0
4123857,Santa Maria do Oeste (PR),1991,Rural,0
4123907,Santa Mariana (PR),1991,Total,14711
4123907,Santa Mariana (PR),1991,Urbana,8455
4123907,Santa Mariana (PR),1991,Rural,6256
4123956,Santa Mônica (PR),1991,Total,0
4123956,Santa Mônica (PR),1991,Urbana,0
4123956,Santa Mônica (PR),1991,Rural,0
4124004,Santana do Itararé (PR),1991,Total,6030
4124004,Santana do Itararé (PR),1991,Urbana,3069
4124004,Santana do Itararé (PR),1991,Rural,2961
4124020,Santa Tereza do Oeste (PR),1991,Total,6118
4124020,Santa Tereza do Oeste (PR),1991,Urbana,3307
4124020,Santa Tereza do Oeste (PR),1991,Rural,2811
4124053,Santa Terezinha de Itaipu (PR),1991,Total,14149
4124053,Santa Terezinha de Itaipu (PR),1991,Urbana,11655
4124053,Santa Terezinha de Itaipu (PR),1991,Rural,2494
4124103,Santo Antônio da Platina (PR),1991,Total,38714
4124103,Santo Antônio da Platina (PR),1991,Urbana,27345
4124103,Santo Antônio da Platina (PR),1991,Rural,11369
4124202,Santo Antônio do Caiuá (PR),1991,Total,3111
4124202,Santo Antônio do Caiuá (PR),1991,Urbana,1927
4124202,Santo Antônio do Caiuá (PR),1991,Rural,1184
4124301,Santo Antônio do Paraíso (PR),1991,Total,2488
4124301,Santo Antônio do Paraíso (PR),1991,Urbana,1206
4124301,Santo Antônio do Paraíso (PR),1991,Rural,1282
4124400,Santo Antônio do Sudoeste (PR),1991,Total,20290
4124400,Santo Antônio do Sudoeste (PR),1991,Urbana,8992
4124400,Santo Antônio do Sudoeste (PR),1991,Rural,11298
4124509,Santo Inácio (PR),1991,Total,5514
4124509,Santo Inácio (PR),1991,Urbana,4035
4124509,Santo Inácio (PR),1991,Rural,1479
4124608,São Carlos do Ivaí (PR),1991,Total,4972
4124608,São Carlos do Ivaí (PR),1991,Urbana,3430
4124608,São Carlos do Ivaí (PR),1991,Rural,1542
4124707,São Jerônimo da Serra (PR),1991,Total,13275
4124707,São Jerônimo da Serra (PR),1991,Urbana,4892
4124707,São Jerônimo da Serra (PR),1991,Rural,8383
4124806,São João (PR),1991,Total,13661
4124806,São João (PR),1991,Urbana,4775
4124806,São João (PR),1991,Rural,8886
4124905,São João do Caiuá (PR),1991,Total,6008
4124905,São João do Caiuá (PR),1991,Urbana,4874
4124905,São João do Caiuá (PR),1991,Rural,1134
4125001,São João do Ivaí (PR),1991,Total,16663
4125001,São João do Ivaí (PR),1991,Urbana,9819
4125001,São João do Ivaí (PR),1991,Rural,6844
4125100,São João do Triunfo (PR),1991,Total,12320
4125100,São João do Triunfo (PR),1991,Urbana,2830
4125100,São João do Triunfo (PR),1991,Rural,9490
4125209,São Jorge d'Oeste (PR),1991,Total,10321
4125209,São Jorge d'Oeste (PR),1991,Urbana,3847
4125209,São Jorge d'Oeste (PR),1991,Rural,6474
4125308,São Jorge do Ivaí (PR),1991,Total,6087
4125308,São Jorge do Ivaí (PR),1991,Urbana,4297
4125308,São Jorge do Ivaí (PR),1991,Rural,1790
4125357,São Jorge do Patrocínio (PR),1991,Total,9137
4125357,São Jorge do Patrocínio (PR),1991,Urbana,2649
4125357,São Jorge do Patrocínio (PR),1991,Rural,6488
4125407,São José da Boa Vista (PR),1991,Total,8507
4125407,São José da Boa Vista (PR),1991,Urbana,3308
4125407,São José da Boa Vista (PR),1991,Rural,5199
4125456,São José das Palmeiras (PR),1991,Total,5596
4125456,São José das Palmeiras (PR),1991,Urbana,2355
4125456,São José das Palmeiras (PR),1991,Rural,3241
4125506,São José dos Pinhais (PR),1991,Total,127455
4125506,São José dos Pinhais (PR),1991,Urbana,111952
4125506,São José dos Pinhais (PR),1991,Rural,15503
4125555,São Manoel do Paraná (PR),1991,Total,0
4125555,São Manoel do Paraná (PR),1991,Urbana,0
4125555,São Manoel do Paraná (PR),1991,Rural,0
4125605,São Mateus do Sul (PR),1991,Total,33138
4125605,São Mateus do Sul (PR),1991,Urbana,15927
